timestamp,repositorio,tratamento,repeticao,sucesso,tempo_resposta_ms,tamanho_resposta_bytes
2026-06-24T19:04:04.970902,django/django,GraphQL,4,True,523.8829999998416,209
2026-06-24T19:04:05.796284,pytorch/pytorch,GraphQL,26,True,707.4110000003202,1020
2026-06-24T19:04:08.447090,rails/rails,GraphQL,8,True,625.7752999999866,936
2026-06-24T19:04:10.934199,nodejs/node,GraphQL,16,True,591.5654999998878,835
2026-06-24T19:04:15.937878,facebook/react,GraphQL,9,True,722.7389999998195,801
2026-06-24T19:04:16.961304,django/django,GraphQL,23,True,781.3633999994636,209
2026-06-24T19:04:19.756390,angular/angular,GraphQL,9,True,581.5819999997984,925
2026-06-24T19:04:23.972749,rails/rails,GraphQL,4,True,619.5221999996647,936
2026-06-24T19:04:26.614150,rails/rails,GraphQL,27,True,675.4636999994545,936
2026-06-24T19:04:29.200810,angular/angular,GraphQL,25,True,644.635599999674,925
2026-06-24T18:51:05.860272,pytorch/pytorch,REST,3,True,1335.303500000009,53954
2026-06-24T18:51:07.499841,pytorch/pytorch,REST,2,True,1371.2195999996766,53954
2026-06-24T18:51:11.024748,vuejs/vue,REST,4,True,1462.0969999996305,25091
2026-06-24T18:51:12.789306,nodejs/node,REST,7,True,1452.05229999965,39266
2026-06-24T18:51:16.453785,angular/angular,REST,18,True,1292.3955999999637,34291
2026-06-24T18:51:18.978161,microsoft/vscode,REST,12,True,1370.224499999949,36706
2026-06-24T18:51:20.653989,tensorflow/tensorflow,REST,16,True,1318.73429999996,24372
2026-06-24T18:51:26.223214,django/django,REST,14,True,1299.0923999996085,25854
2026-06-24T18:51:28.628264,tensorflow/tensorflow,REST,13,True,1325.980100000379,24372
2026-06-24T18:51:31.354056,microsoft/vscode,REST,26,True,1639.8000999997748,36706
2026-06-24T18:51:34.258824,django/django,REST,19,True,1527.120300000206,25854
2026-06-24T18:51:37.911079,pytorch/pytorch,REST,13,True,1425.4264999999575,53954
2026-06-24T18:51:40.557809,django/django,REST,26,True,1407.6423000005889,25854
2026-06-24T18:51:42.270998,nodejs/node,REST,23,True,1454.3718000004446,39266
2026-06-24T18:51:46.046121,microsoft/vscode,REST,18,True,1627.9435000005833,36706
2026-06-24T18:51:48.906074,torvalds/linux,REST,16,True,1446.0902000000715,5081
